年月,地區,食品餐飲類未達50萬(筆數),食品餐飲類未達50萬(金額，新台幣),衣著飾品類未達50萬(筆數),衣著飾品類未達50萬(金額，新台幣),旅館住宿類未達50萬(筆數),旅館住宿類未達50萬(金額，新台幣),交通類未達50萬(筆數),交通類未達50萬(金額，新台幣),文教康樂類未達50萬(筆數),文教康樂類未達50萬(金額，新台幣),百貨類未達50萬(筆數),百貨類未達50萬(金額，新台幣),其他類未達50萬(筆數),其他類未達50萬(金額，新台幣),食品餐飲類50萬(含)-75萬(筆數),食品餐飲類50萬(含)-75萬(金額，新台幣),衣著飾品類50萬(含)-75萬(筆數),衣著飾品類50萬(含)-75萬(金額，新台幣),旅館住宿類50萬(含)-75萬(筆數),旅館住宿類50萬(含)-75萬(金額，新台幣),交通類50萬(含)-75萬(筆數),交通類50萬(含)-75萬(金額，新台幣),文教康樂類50萬(含)-75萬(筆數),文教康樂類50萬(含)-75萬(金額，新台幣),百貨類50萬(含)-75萬(筆數),百貨類50萬(含)-75萬(金額，新台幣),其他類50萬(含)-75萬(筆數),其他類50萬(含)-75萬(金額，新台幣),食品餐飲類75萬(含)-100萬(筆數),食品餐飲類75萬(含)-100萬(金額，新台幣),衣著飾品類75萬(含)-100萬(筆數),衣著飾品類75萬(含)-100萬(金額，新台幣),旅館住宿類75萬(含)-100萬(筆數),旅館住宿類75萬(含)-100萬(金額，新台幣),交通類75萬(含)-100萬(筆數),交通類75萬(含)-100萬(金額，新台幣),文教康樂類75萬(含)-100萬(筆數),文教康樂類75萬(含)-100萬(金額，新台幣),百貨類75萬(含)-100萬(筆數),百貨類75萬(含)-100萬(金額，新台幣),其他類75萬(含)-100萬(筆數),其他類75萬(含)-100萬(金額，新台幣),食品餐飲類100萬(含)-125萬(筆數),食品餐飲類100萬(含)-125萬(金額，新台幣),衣著飾品類100萬(含)-125萬(筆數),衣著飾品類100萬(含)-125萬(金額，新台幣),旅館住宿類100萬(含)-125萬(筆數),旅館住宿類100萬(含)-125萬(金額，新台幣),交通類100萬(含)-125萬(筆數),交通類100萬(含)-125萬(金額，新台幣),文教康樂類100萬(含)-125萬(筆數),文教康樂類100萬(含)-125萬(金額，新台幣),百貨類100萬(含)-125萬(筆數),百貨類100萬(含)-125萬(金額，新台幣),其他類100萬(含)-125萬(筆數),其他類100萬(含)-125萬(金額，新台幣),食品餐飲類125萬(含)-150萬(筆數),食品餐飲類125萬(含)-150萬(金額，新台幣),衣著飾品類125萬(含)-150萬(筆數),衣著飾品類125萬(含)-150萬(金額，新台幣),旅館住宿類125萬(含)-150萬(筆數),旅館住宿類125萬(含)-150萬(金額，新台幣),交通類125萬(含)-150萬(筆數),交通類125萬(含)-150萬(金額，新台幣),文教康樂類125萬(含)-150萬(筆數),文教康樂類125萬(含)-150萬(金額，新台幣),百貨類125萬(含)-150萬(筆數),百貨類125萬(含)-150萬(金額，新台幣),其他類125萬(含)-150萬(筆數),其他類125萬(含)-150萬(金額，新台幣),食品餐飲類150萬(含)-175萬(筆數),食品餐飲類150萬(含)-175萬(金額，新台幣),衣著飾品類150萬(含)-175萬(筆數),衣著飾品類150萬(含)-175萬(金額，新台幣),旅館住宿類150萬(含)-175萬(筆數),旅館住宿類150萬(含)-175萬(金額，新台幣),交通類150萬(含)-175萬(筆數),交通類150萬(含)-175萬(金額，新台幣),文教康樂類150萬(含)-175萬(筆數),文教康樂類150萬(含)-175萬(金額，新台幣),百貨類150萬(含)-175萬(筆數),百貨類150萬(含)-175萬(金額，新台幣),其他類150萬(含)-175萬(筆數),其他類150萬(含)-175萬(金額，新台幣),食品餐飲類175萬(含)-200萬(筆數),食品餐飲類175萬(含)-200萬(金額，新台幣),衣著飾品類175萬(含)-200萬(筆數),衣著飾品類175萬(含)-200萬(金額，新台幣),旅館住宿類175萬(含)-200萬(筆數),旅館住宿類175萬(含)-200萬(金額，新台幣),交通類175萬(含)-200萬(筆數),交通類175萬(含)-200萬(金額，新台幣),文教康樂類175萬(含)-200萬(筆數),文教康樂類175萬(含)-200萬(金額，新台幣),百貨類175萬(含)-200萬(筆數),百貨類175萬(含)-200萬(金額，新台幣),其他類175萬(含)-200萬(筆數),其他類175萬(含)-200萬(金額，新台幣),食品餐飲類200萬(含)以上(筆數),食品餐飲類200萬(含)以上(金額，新台幣),衣著飾品類200萬(含)以上(筆數),衣著飾品類200萬(含)以上(金額，新台幣),旅館住宿類200萬(含)以上(筆數),旅館住宿類200萬(含)以上(金額，新台幣),交通類200萬(含)以上(筆數),交通類200萬(含)以上(金額，新台幣),文教康樂類200萬(含)以上(筆數),文教康樂類200萬(含)以上(金額，新台幣),百貨類200萬(含)以上(筆數),百貨類200萬(含)以上(金額，新台幣),其他類200萬(含)以上(筆數),其他類200萬(含)以上(金額，新台幣)
104年02月,新竹縣,35052,42580214,6852,21355020,5908,36377175,36295,31262532,8162,34832921,1213,2954751,11140,74467017,21343,27299454,3002,9804861,3656,18501713,19481,17061671,5034,22271091,789,2159617,6014,44173746,9974,13477446,1136,3884115,1880,8204512,10578,9355770,2406,9781929,251,708696,2352,18286468,6297,8647275,548,1808489,1084,5387023,5097,4894876,1632,6756129,108,526782,1482,12807045,2492,3377517,224,638621,472,2146030,2157,2203205,686,3818950,57,179965,511,3739522,1869,2674987,193,755018,305,1950885,1451,1445094,490,2952291,28,48422,401,2970465,1237,1634979,89,355902,249,1578005,1062,1005069,302,1226106,20,-35301,245,2008089,4705,7538839,378,1580779,858,6523103,3060,3143813,1409,7779760,102,575895,904,7645427
104年03月,新竹縣,37139,38190418,6057,18164951,5254,31324905,40320,35890642,7954,35567107,1383,2676182,12590,67320036,21496,22594906,2690,8347979,3167,16533385,22330,19907634,4873,22687892,736,1297090,6765,37894985,10538,11931323,969,3384716,1650,8187806,11695,10703529,2498,11036037,239,626908,2574,16275854,6291,6938909,453,1547114,955,5691216,5556,5463626,1579,7478033,98,259291,1518,10479681,2514,2901635,210,758293,406,2105103,2407,2350241,675,3240940,53,203179,573,4251525,2096,2568845,170,491824,256,1649333,1608,1641009,554,3205050,37,80592,435,4092656,1335,1707855,81,302089,198,998575,1156,1261504,367,1616178,17,21606,265,2160880,4902,7331591,359,1244701,791,5740723,3275,3453688,1490,8912637,87,240296,1028,11626786
104年04月,新竹縣,37490,36280291,5498,16780616,5894,39938081,38462,34667894,7802,38326939,1302,2478801,11526,55981431,21803,22187313,2392,7141794,3584,24321370,21424,19989174,4735,22910167,766,1584834,6268,34530530,10101,10887650,881,2924456,1997,11366519,11112,10440433,2418,10992270,222,288491,2478,14616720,6444,6741409,448,1452979,1176,8507201,5388,5324165,1633,8722833,108,286234,1572,9975388,2544,2865210,181,619751,476,2416425,2200,2171063,638,2789784,55,79119,568,4359597,2112,2418697,119,302828,276,1690157,1522,1638651,567,3119352,36,135096,378,2836846,1352,1396339,86,253644,260,1350629,1146,1124676,345,2071675,23,132199,250,2592431,4973,7263073,346,1406661,919,7070302,3107,3388719,1487,9793377,72,323656,971,7806052
104年05月,新竹縣,39660,39188168,5589,18201307,5621,32801056,39622,37769074,8280,39595159,1541,3707949,12006,60038272,22997,22684193,2442,7740367,3531,18589141,22427,21330755,4988,26765587,865,1965665,6606,33384351,10921,11000842,888,3026447,1752,9767497,11469,11144180,2498,11144654,307,835705,2477,14159403,6758,6757085,453,1637601,1099,7635340,5610,5751461,1637,8168821,131,425864,1591,10739701,2849,3071097,195,625988,487,2111071,2315,2331659,698,3559766,69,313776,598,3666794,2414,2639451,156,575383,311,1846554,1594,1639613,550,3094642,46,300375,426,2993421,1508,1476570,99,268693,243,1272333,1123,1236466,339,1642852,12,40002,240,1354589,5278,6852448,357,1526900,915,7573837,3347,3978050,1474,9054863,103,361054,1086,7919853
104年06月,新竹縣,37449,34977965,4812,15206005,5583,38453336,41101,39146304,8287,37819377,1565,2433794,12214,61085483,21693,20823926,2103,6781711,3267,19686176,22893,22154707,5047,22431895,880,1612409,6736,36065244,10307,10137679,770,2652688,1758,9981202,11878,11721548,2492,10483829,267,458883,2596,15434442,6375,6861688,380,1431910,1051,6679160,5697,5813910,1535,7180981,111,279736,1543,10239793,2586,2690364,171,561899,386,2506110,2360,2510407,626,2752399,55,60625,649,4106974,2175,2457316,141,469310,326,2352465,1642,1726563,561,2499721,25,67408,420,3346431,1408,1441699,91,345773,283,2727082,1209,1381650,330,1452310,21,35682,261,1522475,5088,6931774,296,1082316,748,6269397,3197,3765882,1370,8115570,73,188638,1062,9279397
104年07月,新竹縣,40479,38345137,5118,15639376,5857,42450177,43979,40280253,8731,39926957,1508,2619811,38018,144930900,23859,22777169,2140,6804551,3652,25072120,24467,22925402,5674,26619225,921,1605944,23629,91881281,11131,10981613,776,2605146,1871,10110260,12709,12912426,2704,11700656,294,555820,8355,35904464,6877,6672466,420,1636018,1114,9218795,6013,6748712,1604,7793285,127,237271,4798,22647654,2748,3163002,176,661153,386,2770131,2410,2374627,687,3365724,61,325650,1657,7653950,2243,2614770,162,543649,284,1478705,1723,1739014,565,2606991,22,74546,1289,5941361,1435,1474298,82,245488,208,1274163,1226,1394091,370,1723143,25,108327,574,2502872,5108,6589704,321,1269200,829,6371160,3465,4204757,1500,9035545,79,365435,2760,13676303
104年08月,新竹縣,44531,43352141,4818,14262587,5597,32256432,42217,36148234,8799,38102728,1463,3126474,16611,79328858,26514,25708698,2345,7195703,3395,18496230,23168,20256618,5527,26166034,861,1644071,9238,47262620,12308,12000770,850,2769324,1875,10075198,12091,10675222,2670,11701576,261,853224,3485,18350572,7553,8603736,436,1571860,1134,6413273,5702,5638294,1701,8311461,145,376425,2194,12273414,3134,2977918,161,521990,411,2308010,2361,2131809,661,2742382,56,263041,763,4557515,2404,2403745,179,601226,325,2355407,1677,1594293,560,2595397,36,182426,542,3826013,1629,1584508,99,275639,209,1085239,1208,1158455,348,1493381,11,44309,323,1918017,5798,7113107,365,1370755,854,5854614,3327,3586188,1361,7465217,101,557483,1313,9315689
104年09月,新竹縣,40806,40178915,4913,15780246,5186,30416023,40047,34122699,8966,38169582,1497,3300109,12829,70505191,23795,25115640,2209,7244587,3154,16338649,22540,19843274,5401,23849991,901,2352433,6763,38705924,11149,10839620,794,2710005,1714,7690175,11630,10150801,2626,11962706,318,813720,2694,18052866,6928,7379244,384,1361815,941,4570154,5414,5027582,1624,7204107,117,385354,1646,10752331,2835,2794857,174,560800,388,2209867,2233,2071781,632,2836642,62,258904,641,4406228,2294,2343439,153,482400,274,1343881,1603,1434961,555,2796929,26,184837,547,3230124,1521,1759594,89,232436,223,1518892,1216,1083965,332,1662329,19,57021,283,2326369,5420,7577242,298,1258584,829,5460647,3327,3565522,1458,9107465,106,541894,1098,9055795
104年10月,新竹縣,39866,37960983,4927,16943420,5280,34582259,40771,34857960,8456,38892292,1475,1985509,14195,72822264,23477,22885308,2207,7991311,3142,15494656,23238,20732155,5191,25179868,850,1466323,8085,41730625,10801,10155428,824,3113407,1623,7195714,11829,10649956,2596,12523353,273,546604,2956,16984495,6943,6546511,442,1804566,934,4494274,5586,5386796,1611,8177234,107,397524,1854,10721436,2891,2882677,179,683645,400,2483638,2405,2351552,699,3855748,46,76563,722,3987670,2315,2622689,136,553893,276,1663402,1667,1655712,555,2711942,24,59205,562,3755066,1447,1468539,87,341441,211,1090774,1306,1274042,338,1805354,16,14968,328,1873929,5451,7748433,319,1381621,815,6206965,3380,3625132,1361,7839759,82,156642,1210,8281211
104年11月,新竹縣,38610,37063944,4609,15913965,5161,34495638,39875,34241912,8782,39876505,1442,2922706,13419,69628515,23272,22631206,2026,6926877,3266,22309472,22603,19322066,5500,24205045,809,2309785,7273,40691923,11069,10687033,770,2786208,1689,10168334,11566,10412413,2720,12181946,232,622577,2650,16875436,6804,7034593,364,1386001,941,7168777,5583,5092833,1561,8389465,110,523898,1620,9816807,2858,2989982,148,644437,440,2759412,2447,2215879,662,3104710,50,69877,616,3994208,2303,2322440,125,465849,326,2632672,1562,1420193,524,2872628,29,213190,552,3473823,1489,1559092,88,372592,186,1673872,1241,1303231,350,1730671,18,160486,278,2260244,5267,6995884,346,1699135,761,7732641,3348,3507663,1393,9117916,77,353519,1107,7869532
104年12月,新竹縣,42986,43093778,5319,18213761,6118,35846393,43795,35716461,10336,45019249,2164,2905900,15428,73180411,25587,26724137,2503,8970388,3779,21603838,24763,20907664,6345,27175248,1086,1757865,8295,44392937,12371,13159590,873,3229773,1957,9618056,12455,10959970,3155,13092811,340,689694,3062,16813111,7815,8501917,458,1768475,1161,8304267,6148,5816133,1985,9342319,150,481047,1881,12108785,3268,3619332,192,773716,496,3123097,2521,2345635,814,3762788,64,290545,775,4528203,2539,2903440,146,644532,349,2482375,1887,1793993,669,3487647,47,284713,611,3225023,1629,2230366,89,355976,277,1118541,1367,1229009,457,2422591,19,46329,290,1924176,5976,8963208,350,1532822,1036,8997216,3885,3893265,1798,10039510,134,523886,1300,9609533
105年01月,新竹縣,76886,98378868,11823,36331669,20398,91733236,114187,87065766,26542,94790643,9998,10109155,23165,122001078,44586,57012278,5851,17490619,11728,52382429,64214,51760951,16169,57240878,4081,4365148,13032,71168005,21414,30589663,2037,6013071,5596,28041764,29785,25127114,7587,25818628,1306,1867199,5222,28683686,14049,20419946,1206,3895296,3718,21038747,17977,15381419,5325,20503849,636,1192346,3180,19613484,5963,8079847,466,1456659,1436,7387204,7324,6495218,1997,8474721,273,419064,1173,6623151,4831,6998770,381,1226402,1226,6926941,5769,5325352,1854,8532859,195,251252,944,6055170,2864,4465477,227,983974,663,3191559,3495,3715941,1052,4358202,126,189944,564,4204877,11011,20559312,851,3340001,3024,19667593,12030,11484719,4727,23338602,372,788564,2010,14756201
105年02月,新竹縣,67364,88079460,10421,30627880,17070,68527191,95432,71391995,25600,77299945,8049,8063219,20143,117892681,39653,53212687,4986,13749633,10380,41412436,53485,41826452,15649,48818786,3329,3494003,11285,68199092,18968,25967311,1984,5752731,5039,21818669,24949,20357019,7361,22713970,1083,1518971,4679,28976578,12940,18053414,1111,3164751,3466,16003404,14932,12948812,5170,17477060,550,707929,2741,18420540,5363,7403587,395,1108307,1401,6076638,6193,5205166,1943,6191220,237,203452,1111,6721547,4508,7311992,355,1016786,1176,5379745,4715,4070818,1688,6056532,172,215415,852,6057637,2758,3852959,207,732823,720,3072600,3039,2565697,1002,4358406,86,71361,469,3262951,10127,18745053,735,2380096,2659,15074771,10058,9465986,4402,17668550,334,452041,1654,13444605
105年03月,新竹縣,70341,76733563,9310,25934662,15116,50648291,108552,86439088,23860,79821216,9637,8218421,23389,113185654,39350,45526149,4423,11624634,8695,30025752,62211,51447408,14390,47986687,3910,3530234,12812,68608894,19316,22537541,1769,4767559,4329,17428911,29139,25225896,6682,22707662,1272,1394715,4968,27529440,12674,15568983,1006,3092360,2838,12710221,17947,16055583,4788,17525981,654,877364,3155,17361038,5553,6759599,424,1172947,1179,4539481,7261,6254960,1788,10155830,283,427182,1294,7537717,4366,6203700,345,908238,1008,3493856,5824,5304371,1540,6134934,194,250127,904,5936854,2757,3335804,184,499177,550,2357316,3508,3330194,967,3872960,116,111580,549,3463247,10294,16961600,675,2344919,2353,10714981,12071,12267957,4096,19702134,423,565518,1952,15126817
105年04月,新竹縣,68920,78688207,10878,28690600,16695,65862613,106998,85006221,24313,79434727,11007,9371621,21407,103485693,38802,45062456,5291,13372718,9916,38170026,60406,51096178,14617,48630255,4660,4668502,11698,60927930,18736,23463527,2016,5376375,4562,18538786,28076,24004752,6863,23653312,1643,1829270,4701,27978943,12608,15889300,1150,2843794,3224,13542869,16842,14693273,4791,18133684,860,915158,2820,17243948,5246,6412436,478,1170910,1314,6691410,6854,6023195,1875,6553351,375,447825,1212,7309112,4259,5213265,406,1136768,1070,4732477,5468,5017524,1660,6143151,269,514385,879,5229537,2857,3610816,235,613121,587,2030826,3464,3548716,987,4538556,169,300072,496,3094761,10236,16841269,806,2706036,2535,11542035,11347,10637736,4184,22501579,544,877995,1913,14473170
105年05月,新竹縣,73572,83220811,11642,30376179,16502,66900878,113926,95284896,26474,86188832,11708,10646493,23699,108032656,41365,48810990,5636,14350572,9546,39028200,63671,54846686,15275,51818878,4933,4744908,12634,63118675,19748,23520183,2226,5803548,4567,19938496,29629,26706977,7024,22556914,1686,2112819,5025,27710018,13254,16102947,1222,3078484,3153,13885446,18056,16511574,4848,16877721,875,1127000,2968,17813245,5583,6498949,516,1422782,1401,5811572,7484,6858902,1954,7327512,362,469557,1198,7772456,4779,5709194,421,1149017,1131,4984303,5795,5564652,1774,7110616,259,316631,960,7602475,2987,3980655,253,725375,659,2620165,3656,3828566,1055,3770212,182,224146,558,3130378,11100,17559749,918,2784193,2671,13341019,12149,11968717,4333,18998928,582,667978,2148,14757138
105年06月,新竹縣,76250,81850758,11226,28533024,16395,70509957,119839,102562968,26113,85971708,12472,11243882,28143,113799799,43261,48351785,5535,13740236,9742,42126965,67565,59428948,15043,53183631,5071,5120129,14631,66632358,20736,24042878,2131,5537942,4466,19790894,30837,28898982,6929,24644836,1752,1873405,5730,28559389,13825,17346384,1210,3133991,3097,14391894,19247,17967675,4827,16849471,898,1376658,3473,20653554,5756,6871858,519,1466541,1290,5108579,7644,7512175,1928,6643370,392,463117,1388,8454903,4839,6189862,417,1168872,1118,4932078,6178,5970527,1654,6403759,290,503907,1120,7363761,3098,3607532,259,1067329,617,2714529,3789,3947983,1022,4364863,195,268220,687,3779778,11375,18167630,847,2572085,2575,12504335,12757,12992447,4444,20872258,626,1107527,2225,14118022
105年07月,新竹縣,82337,89451825,10858,26590155,17469,72521490,120550,100990518,28870,89650744,12822,11351861,57125,205659925,47513,52770045,5257,12790666,10554,46418497,68399,59006792,16947,55583425,5394,4854409,31516,124037085,23166,26918110,2109,5270227,5050,22102118,31468,29020452,7863,25445287,1991,2097959,11827,50435875,14963,18058383,1257,2977333,3247,17049551,18818,18247936,5129,19133306,962,1513926,7085,34042161,6267,7372871,523,1462309,1359,5287449,7604,7210207,2076,8080304,453,682299,2648,12258608,5497,7624311,355,887808,1228,6021916,6095,6094791,1671,6172792,323,854481,2045,10636783,3334,4242278,259,657577,691,2923813,3663,3791806,1126,4721355,178,134641,1125,5456157,12119,18127029,859,2488043,2648,14375256,12063,12423173,4306,21877327,654,1008326,4421,26795129
105年08月,新竹縣,81659,95682966,11349,27455840,15627,62226533,119633,96323138,29838,89244771,12763,12081983,34622,140203306,46089,55894870,5419,13082678,9247,36413023,72672,59314981,17102,50601120,5300,5502075,17721,78136502,22465,28447329,2040,4672114,4382,21379570,33199,28179272,7903,25293699,1910,2130981,7043,34878828,14115,17766406,1165,2735472,2947,14218371,20474,18172106,5194,17355224,1011,1464100,4067,22338362,6346,7974253,464,1383686,1320,5695923,11554,9502597,2025,6735569,449,700724,1962,9444156,5220,7273411,424,996050,1143,5992131,6620,6204118,1830,6152837,330,604924,1394,9298761,3151,3982871,236,557261,609,2452335,3921,4284787,1071,4749440,177,203007,893,4253610,11839,19357850,895,2468079,2429,13661158,13153,13026040,4316,20640973,638,898551,2695,17498044
105年09月,新竹縣,75956,84971722,10290,26662486,16135,63795910,104126,84881289,23334,79041698,10560,9696754,27667,132634810,42972,49877463,4979,12818708,9071,34399425,65098,54165559,13201,44662209,4450,5199219,14468,73735802,21322,24964542,1858,4450569,4506,18639998,29462,26595829,6384,22998982,1642,1738970,5810,33215096,13697,17000640,1052,2740418,3090,10789981,18373,16494098,4570,16176896,847,1457255,3578,20667635,6293,7512573,459,1310137,1321,7186099,11495,9508120,1791,6746087,358,425333,1579,8671757,5245,6637811,374,1043069,1121,4414086,6072,5704857,1618,5816523,305,591727,1186,8406684,3013,4091311,237,1136093,607,2294565,3454,3757969,959,4021082,150,132053,739,3856773,11395,19179732,859,2610036,2491,16079566,11745,11557032,4172,20572860,607,676932,2268,16440072
105年10月,新竹縣,83494,91930479,10261,27989882,16865,67631040,114050,93574335,25529,92616795,11896,11116912,31419,131189973,47593,52974886,4804,12765254,9814,41369747,70562,59065034,14924,54024151,4989,4961041,16524,75099654,23505,26791767,2009,5615831,4682,21713075,31829,28086729,7026,23714328,1729,2130131,6616,31936906,15400,18201665,1103,3075750,3240,18087567,20097,18386950,5260,20620448,880,1115221,3936,21221257,6947,8626501,450,1392937,1419,5727765,13124,11171907,2069,6806017,346,364224,1860,9153242,5711,7270748,374,1145873,1206,7273671,6670,6625162,1852,7097343,311,298107,1324,8510384,3326,4140294,229,950443,672,2972671,3715,3678619,1034,4119216,148,255687,914,4374854,12950,19497318,868,3066448,2585,16872986,13094,13099531,4628,22000588,595,1171648,2760,18523603
105年11月,新竹縣,79172,84393798,9643,26937032,16185,72517913,112710,91909273,30829,105867811,10868,9816154,28832,115821813,46174,51145048,4555,13309957,9413,44733829,73457,60788834,17551,65842234,4542,5038520,15419,70062668,22308,25221404,1675,4566753,4553,19034551,33482,29421109,8066,30715571,1516,1394952,6063,30685400,14719,17331446,1087,3399257,3036,17070828,20581,18092623,5727,23435781,779,906337,3688,19882234,6578,7262840,440,1334388,1407,6926479,13306,11028202,2272,9426145,365,530999,1608,8454541,5687,6953960,307,1037594,1075,6393058,6305,5944422,1962,7983634,288,432936,1127,6875353,3302,4322705,165,686350,598,3125336,3892,4369132,1189,4985260,146,178592,868,3837249,12685,18921532,686,2251588,2650,17728828,13504,13772450,5413,24821502,550,663295,2437,16367563
105年12月,新竹縣,84657,94285188,10821,31397046,17555,72639410,119184,99582204,30743,104985570,13154,12810360,30849,126420373,48852,56400661,5297,15117970,10285,42719948,77591,67998171,17855,66907047,5623,5656463,16960,77634560,24284,29591815,2017,5818641,5065,22594279,35481,32536122,8407,31756318,1928,2026458,6596,32582608,15775,21358400,1158,3360595,3382,17089165,22098,20455902,6056,24023891,1062,1313630,4131,22341490,7142,9269951,521,1928458,1432,5921302,14285,12387130,2406,10141237,448,606624,1789,8959946,6005,7926157,338,1165012,1185,7119796,6630,6523245,2263,10493403,333,464682,1297,7632167,3588,4489562,220,588278,739,3905712,3958,4111912,1288,4931826,205,168350,922,4569187,13518,22000497,809,3152458,3033,21154465,14319,14636844,5889,31475293,672,1216537,2653,17583042
106年01月,新竹縣,84522,112537501,12141,37074008,18984,83112452,102703,88399640,27680,89700997,11768,12225842,27894,122530270,48709,65954868,5644,16857745,10781,46977123,64806,56568804,15962,52002993,5021,5481270,14775,70671520,23571,34651055,2017,6084693,5033,22949818,28953,27239360,7461,26309157,1729,1975629,5949,31381517,16075,23691040,1163,3411327,3518,19460996,18310,17718231,5439,19254239,980,1570572,3749,22250827,6918,9716855,531,1548210,1506,7313966,12648,11172497,2217,8008744,396,520042,1541,7992664,6178,9202981,404,1144350,1316,8234596,5546,5672354,1965,8628761,341,601544,1140,6765001,3583,4940535,269,918520,721,3809091,3125,4010532,1190,4562314,177,217323,835,3982896,13642,25894017,890,3357171,3190,19746465,11743,12552840,5247,24307731,667,1300507,2412,15642430
106年02月,新竹縣,73869,84047443,9238,24832251,15636,58149059,93596,80295530,29244,92154919,10182,9976065,25685,126824632,43178,50081898,4647,12138941,9238,35329898,59207,52403028,16530,52846113,4337,4381237,13619,73294766,21647,25110092,1806,4478719,4452,17596257,26326,24123514,7573,24785445,1508,1748013,5569,32970604,14693,18063451,1085,2730409,2969,14083654,16868,16173425,5509,19347452,867,1092961,3387,19605327,6409,7427720,479,1326458,1377,5532025,11591,10373656,2259,9130893,343,390359,1430,7549793,5728,6840003,323,911771,1045,4744595,5254,5122094,1957,7272191,281,419003,1073,8440019,3336,4022314,186,417801,627,2850108,3009,3159893,1137,4109666,153,257833,747,3778848,12523,18622603,796,2664357,2605,13003952,11045,11640591,5326,23438683,553,921839,2289,15229384
106年03月,新竹縣,80757,85375650,9889,26242730,15877,61972081,111607,94690457,28603,99093073,10662,9214369,28940,117174762,45374,49251982,4646,11817286,9011,36857393,71547,61992041,15892,55541213,4359,4159437,15210,70504854,22309,25681712,1692,4418025,4166,17455787,32644,29247767,7463,25840072,1548,1404690,6196,29968419,15026,18146290,1027,2670609,2785,13730563,20689,19158036,5493,21283972,788,948336,3771,19390332,6760,7941976,456,1375616,1225,5332277,13777,12026198,2135,8136852,331,293035,1681,9238314,5848,6900725,354,995924,1067,4291940,6436,6365826,1926,8248508,253,255551,1190,5996907,3278,3919224,220,668705,578,2417587,3768,4056683,1200,4581302,170,163111,863,4289587,13194,19110244,780,2343842,2696,14267520,13630,14048448,5299,22406366,558,518280,2550,17038407
106年04月,新竹縣,82393,89213725,10390,26979608,16556,72078977,114125,94503423,28494,91905237,10562,9608206,27302,112145964,47841,53259437,5113,12356637,9811,41307060,73640,62585198,16168,54941138,4337,4269325,14152,68679564,23461,26328600,1995,5183547,4829,23707355,33512,29846911,7671,25980637,1500,1499269,5830,29814556,15866,18228349,1169,2943508,3136,16924237,20433,18871161,5509,22242117,755,795170,3592,20108815,6959,8081900,502,1383149,1387,7489593,13553,11714144,2227,9519319,344,526489,1610,9289748,5991,7344171,388,935205,1149,4821115,6098,5914616,1955,7435539,243,358236,1135,7674455,3579,4045291,219,818071,683,3148648,3828,4135736,1206,4140068,160,251631,770,4222479,13890,20238566,904,2528821,2811,15977158,13298,13266119,5422,24450450,542,715735,2442,16297647
106年05月,新竹縣,83968,92729564,11790,31191269,15431,66510796,109327,88437978,31206,106951697,11511,10090647,28011,112071730,47697,53684979,5498,14508100,8906,40142366,69721,58185678,16946,56733621,4697,4748435,15005,68655000,23066,26772119,2235,5625909,4317,19022064,31135,27174846,7689,27150275,1607,1641851,6000,30634347,15726,19020375,1309,3867574,2812,14488173,19580,17491758,5673,22172745,862,1234757,3700,20479155,6925,8537238,577,1446072,1258,6097207,13603,11506193,2268,9666126,377,455626,1653,8027464,5856,7333952,421,1047704,1082,5354499,6276,6044042,2019,8159826,277,398288,1168,5889628,3556,4331403,238,741323,589,2597805,3516,3690182,1170,5633912,200,371767,882,3922146,13722,19565895,946,3059141,2663,17580753,12837,13240187,5484,24575087,583,1071406,2443,15697163
106年06月,新竹縣,79583,85033078,9337,24424476,14808,71936081,97601,79239941,27724,85857078,11606,9199741,31013,119015899,44552,48889598,4442,11530645,8296,40779579,60005,50456599,14754,49514554,4790,3981223,16439,73531806,21775,24584820,1693,4256220,3828,20540158,26623,23093568,6517,24728132,1675,1408729,6712,32473877,14923,16884687,1015,2517016,2705,14189552,17612,15766914,4611,18871951,863,650796,4121,23571123,6524,7297152,424,1287845,1135,6087497,12237,9999418,1752,9316149,363,403024,1743,8768336,5694,7075777,361,966439,918,4263600,5658,5461494,1671,7865623,280,266975,1305,6558250,3410,4071513,244,631021,575,2760198,3020,3196831,970,4534777,194,272218,964,3942241,12947,18371343,732,2176098,2515,13088265,11852,12124944,4403,23337074,615,579199,2871,20208903
106年07月,新竹縣,88870,94200857,10701,27224695,16187,83299586,104797,84543839,30995,94115871,13845,11415187,69730,241700611,51296,54263375,5136,13301337,9733,51646170,65344,54303936,17282,56281276,5835,4599840,40359,153860962,24763,27165518,1924,4844161,4524,23050069,28178,24552747,7598,25373167,2119,2197044,15190,63825727,16545,19259259,1191,2827097,3076,17698081,18530,16635048,5380,19487572,1161,1249769,9300,41063339,7385,8350602,469,1322634,1386,8295955,12600,10617325,2059,7660483,496,466842,4282,18517704,6233,7111157,408,1202791,1046,5094169,5880,5800183,1830,7771519,386,427816,2794,12513030,3722,4279426,227,515346,604,3490507,3225,3613714,1163,5492768,246,360575,1644,6530218,14537,19337579,914,2543827,2836,18508082,12266,12717457,4822,25950858,771,772703,5642,28544185
